Title,Content,Content_url,News_type,Day_month_year_hour,Img_url
Adana’da silahla vurulan genç kadın hayatını kaybetti,,/yasam/adanada-silahla-vurulan-genc-kadin-hayatini-kaybetti-5758374,Yaşam,23.11.21-00:01,https://iasbh.tmgrup.com.tr/d8f2db/752/395/0/0/1200/631?u=https://isbh.tmgrup.com.tr/sbh/2021/11/24/adanada-silahla-vurulmus-halde-bulunan-kadin-oldu-1637722429066.jpeg
İzmir’de FETÖ’ye yönelik operasyon: 31 gözaltı,"İzmir Cumhuriyet Başsavcılığı tarafından FETÖ'ye yönelik yürütülen soruşturma kapsamında, İstihbarat ve Kaçakçılık Suçlarıyla Mücadele Şube Müdürlüğü ekipleri, örgütün vermiş olduğu talimatlar doğrultusunda sık sık ev değiştiren ve herhangi bir örgütsel kaydı bulunmayan kişilere kiralanan evlerde saklanan şüphelileri tespit etti. Örgütün 'Gaybubet Evi' olarak adlandırdığı hücre evlerini teknik ve fiziki takibe alan polis, eş zamanlı operasyon gerçekleştirirdi.

31 ŞÜPHELİ YAKALANDI

Operasyon kapsamında aralarında emniyet  ve jandarma mahrem yapısı içerisinde bulunan mahrem imamlar, Bölge Talebe Mesulleri (BTM), meslekten ihraç edilen eski emniyet müdürü ve komiser ile 1 emekli askerin de bulunduğu 31 şüpheli gözaltına alındı. Adreslerde yapılan aramalarda ise çok sayıda örgütsel dijital materyal ve sahte kimlik ele geçirildi. Şüpheliler, sağlık kontrollerinin ardından sorgulanmak üzere Emniyete müdürlüğüne götürüldü.",/yasam/izmirde-fetonun-gaybubet-evlerine-operasyon-31-gozalti-5758371,Yaşam,23.11.21-00:01,https://iasbh.tmgrup.com.tr/2a2ebd/752/395/0/0/864/453?u=https://isbh.tmgrup.com.tr/sbh/2021/11/24/izmirde-fetonun-gaybubet-evlerine-operasyon-31-gozalti-1637717124453.jpeg
"Ege’de 274 göçmen kurtarıldı, 25 göçmen yakalandı","Çeşme ilçesinde 22-23 Kasım tarihleri arasında yasa dışı yollarla yurt dışına kaçmaya çalışan ve  Yunanistan unsurlarınca Türk kara sularına itilen 48 kaçak göçmen, Sahil Güvenlik Komutanlığı ekipleri tarafından kurtarıldı. Yine Çeşme ilçesi açıklarında lastik bot ile yurt dışına çıkmaya çalışan 25 göçmen de yakalandı. Çalışmalarını sürdüren Sahil Güvenlik Komutanlığı ekipleri, Dikili ilçesi açıklarında, bir grup düzensiz göçmen olduğu bilgisi üzerine bölgeye hareket etti. Lastik botta mahsur kalan 62 göçmen, ekiplerin müdahalesi ile kıyıya çıkartıldı.

Ege'de devam eden göçmen hareketliliği kapsamında, Menderes ilçesi Özdere açıklarında mahsur kalan 28 göçmen Sahil Güvenlik Komutanlığı ekipleri tarafından kurtarıldı. Ayrıca, Seferihisar ilçesi açıklarında ise Yunanistan unsurlarınca Türk kara sularına geri itilen yelkenli tekne ve can salı içerisindeki 136 düzensiz göçmen ekipler tarafından kurtarılırken, yasa dışı yollardan yurt dışına çıkmaya çalışan 3 şüpheli de yakalandı.

Toplamda kurtarılan 274 göçmen ile kaçmaya çalıştığı sırada yakalanan 25 göçmen işlemlerin ardından İl Göç İdaresi Müdürlüğü'ne gönderildi. 3 şüphelinin ise işlemlerinin sürdüğü öğrenildi.",/yasam/egede-274-gocmen-kurtarildi-25-gocmen-yakalandi-5758370,Yaşam,23.11.21-00:01,https://iasbh.tmgrup.com.tr/aa93c6/752/395/0/35/800/455?u=https://isbh.tmgrup.com.tr/sbh/2021/11/24/egede-274-gocmen-kurtarildi-25-gocmen-yakalandi-1637716653143.jpeg
UNICEF: Nijerya’da bu yıl 1440 öğrenci kaçırıldı,"UNICEF tarafından yayımlanan raporda, Nijerya'da ülkede okulları hedef alan saldırıların artmaya devam ettiği belirtildi. Ülkede ocaktan bu yana 25 farklı okula saldırı düzenlediği ve bu saldırılarda 1440 öğrencinin kaçırıldığı kaydedildi.Batı Afrika ülkelerinde yıllardır devam eden saldırılara genelde çocukların maruz kaldığı ifade edilen raporda, hükümetin bu tür olayları önlemek için acilen harekete geçmesi çağrısı yapıldı.Nijerya'nın Benue, Kaduna, Plateau, Katsina ve Zamfara eyaletlerinde son aylarda birçok okuldan öğrenciler kaçırılmıştı.Saldırılar nedeniyle çok sayıda okul ve üniversite eğitime ara vermek zorunda kalmıştı.",/dunya/unicef-nijeryada-bu-yil-1440-ogrenci-kacirildi-5758369,Dünya,23.11.21-00:01,https://iasbh.tmgrup.com.tr/389079/752/395/0/32/862/486?u=https://isbh.tmgrup.com.tr/sbh/2021/11/24/unicef-nijeryada-bu-yil-1440-ogrenci-kacirildi-1637716222887.jpeg
Fransa’da ırkçı örgüt üyesi 13 kişi gözaltına alındı,,/dunya/fransada-irkci-orgut-uyesi-13-kisi-gozaltina-alindi-5758368,Dünya,23.11.21-00:01,https://iasbh.tmgrup.com.tr/8846fa/752/395/0/29/864/482?u=https://isbh.tmgrup.com.tr/sbh/2021/11/24/fransada-asiri-sagci-orgut-uyesi-13-kisi-gozaltina-alindi-1637716036784.jpeg
43 yıl suçsuz yere hapis yatan mahkum serbest bırakıldı,"1979 yılında tamamı beyaz kişilerden oluşan jüri tarafından 3 cinayet işlediğine hükmedilen ve ömür boyu hapis cezasına çarptırılan Kevin Strickland demir parmaklıkların ardında 43 yıl geçirdikten sonra söz konusu cinayetleri işlediğine dair bir kanıt bulunmadığına hükmedildi.Missouri Eyaleti Yüksek Mahkemesi yargıcı James Welsh, gerekçeli kararında, Strickland'in olay mahallinde cinayetleri işlediğine dair bir kanıt bulunmamasına ve aleyhinde tanıklık yapan bir kişinin sonradan ifadesini polis baskısı altında verdiğini iddia ederek geri çekmesine rağmen suçlu bulduğunu vurgulayarak kararın dayanağı olmadığına ve mahkumun derhal salıverilmesine karar verdi.Cinayetleri işlediğini başından beri reddeden Strickland'in olay yerinde olmadığına dair birçok kez ifade veren bir tanığın ise yakın zamanda hayatını kaybettiği için mahkemede bulunmadığı öğrenildi.19 yaşındayken hüküm giyen 62 yaşındaki Strickland, ABD tarihinde haksız yere en uzun süre hapis yatan kişilerden biri oldu.Missouri eyalet yasaları, masumiyeti yalnızca DNA testiyle kanıtlanan eski mahkumlara haksız yere hapis yattıkları süre için tazminat isteme hakkı tanıdığından Strickland'in tazminat alamayacağı belirtildi.Strickland'e destek amacıyla ""gofundme.com"" internet sayfasında 100 bin dolara yakın para toplandı.",/dunya/43-yil-sucsuz-yere-hapis-yatan-mahkum-serbest-birakildi-5758354,Dünya,23.11.21-00:01,https://iasbh.tmgrup.com.tr/09aa52/752/395/0/14/800/434?u=https://isbh.tmgrup.com.tr/sbh/2021/11/24/abdde-islemedigi-suctan-43-yil-hapis-yatan-mahkum-serbest-birakildi-1637706604159.jpeg
Tarsus’ta freni patlayan halk otobüsü kırmızı ışıkta bekleyen araçlara çarptı: 3 yaralı,"Alınan bilgiye göre, Atatürk Caddesi Kültür Parkı kavşağında meydana gelen olayda Atatürk caddesi Sunay Atilla Üst Geçidinden inmekte olan Mustafa Fuat Gündeş (42) idaresindeki 33 C 5063 plakalı halk otobüsünün fren patladı. Frenin tutmadığını farkına varan sürücü Gündeş, kırmızı ışıkta beklemekte olan Burç M.'nin (38) kullandığı 33 NP 627 plakalı otomobile çarptı.Zincirleme kazanın meydana gelmesiyle çarpmanın etkisiyle ışıkta bekleyen Haydar Cura idaresindeki 33 AHY 498 plakalı otomobil, Oğuz A.'nın kullandığı 33 PU 777 plakalı otomobil, Özlem D. yönetimindeki 33 PM 705 plakalı otomobil, Nebahat G. idaresindeki 33 NSJ 53 plakalı otomobil ve Coşkun Y. idaresindeki 33 AIT 103 plakalı otomobille kazaya karıştı.Araçlarda maddi hasar meydana gelirken, çarpmanın etkisiyle otobüste yolcu olarak bulunan Ali Turgay K. (72) adlı kişi ile birlikte İsmet Efe B. ve Hikmet Melih B. adlı çocuklar da yaralanarak Devlet hastanesine götürülerek tedavi altına alındı. Kazayla ilgili soruşturma başlatılırken, yaralıların sağlık durumlarının iyi olduğu öğrenildi.",/yasam/tarsusta-freni-patlayan-halk-otobusu-kirmizi-isikta-bekleyen-araclara-carpti-3-yarali-5758353,Yaşam,23.11.21-00:01,https://iasbh.tmgrup.com.tr/e26068/752/395/0/118/752/513?u=https://isbh.tmgrup.com.tr/sbh/2021/11/24/tarsusta-freni-patlayan-halk-otobusu-kirmizi-isikta-bekleyen-araclara-carpti-3-yarali-1637707473787.jpg
ABD’den kripto para kararı: Önce yazılı izin almaları gerekecek,"OCC'den yapılan açıklamada, bankaların müşterilerin kripto varlıklar için saklama hizmetleri sağlama gibi faaliyetlerde bulunmadan önce uygun risk yönetim sistemlerine ve kontrollerine sahip olduklarını gösterebilmeleri gerektiği aktarıldı.Açıklamada, bankaların belirli kripto para, dağıtık defter (distributed ledger) ve sabitkoin (stablecoin) faaliyetlerinde bulunmadan önce denetim makamlarına bu niyetlerini bildirmeleri ve yazılı izin almaları gerekeceği kaydedildi.ABD Merkez Bankası (Fed), Federal Mevduat Sigorta Kurumu ve OCC, salı günü, kripto varlıklarla ilgili gelecekteki çalışmaların yol haritasını sunan ortak bir açıklama da yayımlamıştı.Düzenleyici kurumların ortak açıklamasında, gelecek yıl bankaların kripto para piyasasında hangi faaliyetlerine yasal olarak izin verileceğine daha fazla açıklık getirilmesinin planlandığı kaydedilmişti.",/ekonomi/abdden-kripto-para-karari-once-yazili-izin-almalari-gerekecek-5758352,Ekonomi,23.11.21-00:01,https://iasbh.tmgrup.com.tr/e84f0b/752/397/0/89/800/511?u=https://isbh.tmgrup.com.tr/sbh/2021/11/24/abdde-bankalarin-belirli-kripto-para-faaliyetlerinde-bulunmadan-once-izin-almasi-gerekecek-1637707282004.jpeg
Domuza çarpan otomobildeki 3 kişi yaralandı,,/yasam/domuza-carpan-otomobildeki-3-kisi-yaralandi-5758351,Yaşam,23.11.21-00:01,https://iasbh.tmgrup.com.tr/cc96d8/752/395/0/63/880/526?u=https://isbh.tmgrup.com.tr/sbh/2021/11/24/domuza-carpan-otomobildeki-3-kisi-yaralandi-1637707234341.jpg
Bakan Derya Yanık’tan kadına yönelik şiddetle mücadele açıklaması,"Aile ve Sosyal Hizmetler Bakanı Derya Yanık, özel bir TV kanalında canlı yayınlanan ''programda gündeme dair değerlendirmelerde bulundu.Başak Cengiz konusunun kendisini çok etkilediğini dile getiren Yanık, ""Ailesiyle de temas halindeyiz. İki kere ben görüştüm. Telefonla da görüşüyoruz ve davayı da takip ediyoruz. Bu tür konular bize intikal ettikten itibaren sürece hemen Bakanlık olarak dahil oluyor ve takip ediyoruz. Başak Cengiz dosyasında da aynı şeyi yapacağız."" diye konuştu.Bakan Yanık, failin profiline dikkati çekerek, şöyle devam etti:""Şiddete çok yatkın bir profil. Evinde kesici birtakım aletler biriktiriyor. Yalnız yaşayan bir profil. O gün de dışarıya elinde bir samuray kılıcıyla 'Birini öldürmek üzere çıktım.' diyor. Şurası çok trajik ve çok can yakıcı; bizim kadına yönelik şiddet dinamikleri diğerlerinden farklıdır. Bunu ayrıca tespit etmemiz ve ayrıca değerlendirmemiz, sorunun çözümü noktasında özellikle birtakım çalışmalar yapmamız gerekir. 'Kadın olduğu, direnemeyeceği, kolay öldüreceğimi düşündüğüm için onu seçtim.' diyor. Kadınların uğradıkları şiddetin önemli bir kısmı tam da bu sebeple meydana geliyor. Kadın olduğu, direnemeyeceği, daha zayıf olduğu için, bir şekilde direnmemesi ve cevap vermemesi gerektiği düşünüldüğü için.""Başak Cengiz'e bir vefa borçları olduğunu dile getiren Bakan Yanık, şunları kaydetti:""Çok başarılı ve herkesin çok sevdiği bir kız ve çok duyarlı. Dolayısıyla kadına yönelik şiddet konusunda aslında adeta bir atasözü gibi geçti literatüre. Ayırıcı özelliği bence bunun altını çizmesi. Öbür taraftan faille ilgili bir süreç zaten hukuki. Biz her türlü takibi yapacağız. Hukuki ve psiko-sosyal desteği aileye sağlamaya çalışıyoruz. Başak Cengiz cinayeti Türkiye'de bugüne kadarki kadın cinayetlerinin ifade edilmemiş özetini önümüze koydu. Bunun üzerinde çok durmamız gerekiyor. Bunun üzerinde sadece bizim Bakanlığımızın değil, medyanın, eğitim dünyasının, anne ve babaların durması gerekiyor.""RUH SAĞLIĞI YASASI TALEBİRuh sağlığı yasası talebi konusunda da değerlendirmeleri soruların Bakan Yanık, ""Ruh sağlığı dediğimizde çok başka bir disiplin devreye girer. Tıp biliminin konusu olarak değerlendirmek lazım. Bir de şunu görmek lazım. Son tahlilde psikolojik problemler veya ruh sağlığıyla alakalı sorunların takibi ve tespiti noktasında gerekli düzenlemelerin yapılması, eksik bir husus varsa buranın tamamlanması gerektiği açık. Öbür taraftan, mevcut imkanların kullanılması noktasına da dikkat edilmesi lazım. Kaldı ki ruh sağlığı yasası diye kısaca tanımladığımız bir yasa çalışması konusunda da Sağlık Bakanlığı ve Meclisin ilgili komisyonları hazırlık yapıyorlar. Bakanlık olarak bizim ilgi alanımıza giren alanlarla alakalı Aile Danışma Merkezleri ve aile danışmanlığı kavramı üzerinden dahiliz."" dedi.Yanık, Başak Cengiz cinayetinin failinin, açık kaynaklardan edinilen bilgiye göre bir sitede tek başına yaşayan bir kişi olduğunu aktararak, şöyle devam etti:''Çevreyi sürekli rahatsız eden, komşularının polise şikayet ettiği, zaten psikolojik problemleriyle ilgili gözle görülür tespitlerin olduğu bir profil. Bu tür durumlarda normal şartlarda kamu görevlileri eğer toplum sağlığı veya kamu güvenliği açısından tehdit oluşturan kişiler varsa otomatik olarak koruma altına alabilirler. Bu imkan var. Bizim buna biraz dikkati çekmemiz ve bunu geliştirmemiz gerekiyor. Bazen insanlar birtakım mücadele yollarını ve imkanları bilmedikleri için bazen çeşitli endişelerle bunları kullanmayabiliyor. Bununla alakalı da kamu güvenliğini tehdit eden bu ve benzeri herhangi bir şekilde akıl ve ruh sağlığı yerinde olmayabilir, cezai ehliyeti olur olmaz, o hukukun konusu. Kamu düzeni anlamında bu ve benzeri örneklerle alakalı neler yapılabileceği tıbbi ya da hukuki imkanların kullanılabileceğiyle alakalı bir farkındalık çalışmasını da biz önümüzdeki günlerde kamuoyuyla paylaşacağız. Ön hazırlıklarını sürdürüyoruz.""CEZALARIN ARTIRILMASININ SUÇA ETKİSİKadına yönelik şiddetle mücadelede birçok kurum ve sivil toplum kuruluşuyla koordinasyon halinde olduklarını dile getiren Yanık, bütün paydaşların bir araya geldiği mekanizmanın oluşturulmaya devam ettiğini söyledi.Yanık, ceza sisteminin suçun sonucunu düzenlediğini aktararak, cezalandırmanın tek başına suçun toplumdan yok olmasını sağlamadığını söyledi.Cezanın süreci yöneten bir şey olmadığını belirten Yanık, ""Süreci yönetirken eğitim sistemi, aile, çevre, medya, aklınıza gelecek bütün paydaşların bu konuda ortak tutumunun olması lazım. Aksi takdirde sürekli suç üreten bir mekanizmanın sonuçlarını cezalandırmış olursunuz. Meseleyi kökünden halletmediğinizde bu sürekli dönen bir çark, siz de o çarkı durdurmaya çalışan Don Kişot'lara dönüşürsünüz. O yüzden ısrarla eğitim, çocukluktan başlayarak farkındalık, toplumsal algının dönüşmesi gerektiğini vurguluyoruz ve onun için çalışıyoruz. Yok edemezsiniz."" diye konuştu.Bakan Yanık, bunun sadece hukukla çözülecek bir mesele olmadığına vurgu yaparak, ""Cezalarımız kara Avrupa'sından daha ağır. Amerika bu anlamda daha cezacı bir hukuk sistemidir. Oradan da ağır. Cezayı artırarak sonucu yönetemiyorsunuz."" dedi.İdam cezası hususunda da değerlendirmelerde bulunan Yanık, şunları söyledi:""Bir hukukçu olarak idama kategorik olarak karşı değilim. Fakat bu ve benzeri olaylarda çok duygusal ve anlık tepkilerle birtakım çözümleri kendimizce konuşuyoruz. Sonrasında bir tarafta kalıyor. İdam çözüm olur mu olmaz mı tartışması çok spekülatif bir tartışma olur. O yüzden o tartışmaya bir hukukçu ve bakan olarak girmek istemem. Şunu söyleyebilirim, geçmişte de idam cezası Türkiye'de varken bu suçlar işleniyordu. Biraz önce ifade ettiğim çerçeveden bakınca cezayı ne kadar ağırlaştırırsanız ağırlaştırın toplumsal bir bakış açısı geliştirmediğinizde muhakkak o suçu ama az ama çok işleyenler olacaktır.""EMİNE BULUT CİNAYETİBoşanma sonrasında eski eşin hala daha kadının sınırları içerisinde olması gerektiği gibi bir algının sürekli önlerine çıktığını vurgulayan Yanık, ""Bunun maalesef en trajik örneği Emine Bulut'tur. 5 yıl olmuş boşanalı, boşandıktan itibaren çocuğuyla hiç temas kurmamış madde bağımlısı bir adam. Kadıncağız sadece ikinci bir evlilik yapacak, aile kuracak ve buna karşılık çocuğunun gözü önünde öldürüldü. Dolayısıyla bu kadim bilgiyi de, modern hukukun getirdiği sorumlulukları ve hakları da bir türlü içselleştiremeyen bir sıkışık dönem psikolojisi yaşıyoruz. Biz hukuk ve kamu tarafı olarak bununla alakalı gerekli çalışmaları, mağdurların korunması, gerekli tedbir süreçlerinin alınması, mağdurların ihtiyaçları varsa ekonomik, sosyal, hukuki anlamda desteklenmesi, barınma anlamında desteklenmesi ki kadın konukevlerimiz marifetiyle bunları aralıksız devam ettiriyoruz. Bizim sorumluluğumuz bu anlamda somut tedbirler almak, hizmetler üretmek, katkılar vermek. Bunu da yapıyoruz. "" ifadelerini kullandı.Bakan Yanık, alkol, madde bağımlılığı ve şiddet korelasyonunun karşılarında bir gerçek olarak durduğunu, dünyada da bu durumun böyle olduğunu belirterek, şöyle devam etti:""Çünkü iradeyi etkileyen bir süreçten bahsediyoruz ve bu şiddet ve diğer başkaca suçları da tetikleyen bir sürece dönüşebiliyor. Dolayısıyla bu başlığı da şiddetin engellenmesi bağlamında konuşmamız gerekiyor. Kimsenin hayat tarzıyla, yaşama biçimiyle bir şeyimiz yok yani. Ama kamu güvenliği söz konusuysa işte orada artık gerekli hassasiyeti göstermemiz gerekiyorsa birtakım düzenlemeleri yapmamız lazım. Mesela Avrupa'da, Amerika'da, dünyanın pek çok gelişmiş başka bölgelerinde de belli saatlerden sonra alkol satışı belli yaş gruplarına yasaktır. Biz de nitekim düzenlemeye başladık. Temel gerekçesi budur. Kamu düzenidir, kamu güvenliğine olan etkisidir.''İSTANBUL SÖZLEŞMESİİstanbul Sözleşmesi tartışmalarına da işaret eden Yanık, ''İstanbul Sözleşmesi'nden ayrıldığımız için kadına yönelik şiddet artmadı ve azalmadı."" değerlendirmesinde bulundu.Bakan Yanık, ''İstanbul Sözleşmesi olmazsa dünyanın sonu gelir'' iddiasının gerçekçi olmadığının altını çizerek, şunları kaydetti:""İstanbul Sözleşmesi'ni bir hukuk metni olarak önemseyen birisiyim. Geçmişteki ifadelerim, konuşmalarım çok açık. Onların hiçbirisinde bugün farklı düşünmüyorum. O zaman dediğimi yine söyleyeyim. İstanbul Sözleşmesi bir uluslararası metin ve bir çerçeve metin. Uluslararası metinlerin pek çoğu tavsiye metinleridir. İstanbul Sözleşmesi keza. Pek azında amir hükümler vardır, Taraf devletlere birtakım yükümlülükler yükler. İstanbul Sözleşmesi, Avrupa Konseyi'nin hazırladığı ve taraf devletlere, kadına yönelik şiddetle mücadelede ekonomik, sosyal, hukuksal, eğitim, göç, mültecilik durumu vesaire noktasında gerekli düzenlemeleri eğer hukuki metin problemin varsa iç hukukunda gereğini yap, ekonomik olarak desteklenmesi gerekiyorsa mağduru destekle, geleneksel değerler noktasında birtakım problemler varsa bunları değiştir, dönüştür diye bir çerçeve çiziyordu. Daha somutlaştırarak söyleyeyim. Bizim bugün 81 tane şiddet önleme ve izleme merkezimiz var. Buralarda vatandaşlar müracaat ettiğinde bir süreci başlatıyoruz ve hemen onların korunma tedbiri gerekiyorsa alıyoruz, konukevlerimize yerleştiriyoruz. Ekonomik olarak ihtiyaç halindeyse onlara birtakım ekonomik destekler sağlıyoruz. Çocukları varsa, çocuk güvenlik tehdidi altındaysa hemen gizlilik kararı alıyoruz. Biz kendi pratiğimizden yola çıkarak birtakım düzenlemeler yaptık. Türkiye'nin kadına yönelik şiddetle mücadelesi noktasındaki geriye dönük müktesebatını yabana atmayalım.""AİLENİN DESTEKLENMESİBakan Yanık, ""evli ve bekarlar için farklı vergi oranlarının belirlenmesi"" konusunun kamuoyunda tartışılmasına ilişkin de değerlendirmelerde bulundu.Orada vurgulanan konunun, farklı uygulamalarla aileye sağlanan desteğin artırılması olduğunu aktaran Yanık, ""Örnek olarak bizde de halihazırda Türk hukukunda mesela asgari ücretliye bekarlar ve evliler için ayrı birtakım ödemeler vardır. Çocuk yardımı yaparsınız dolaylı olarak aslında. Dolayısıyla burada 'Bekarları hayatın dışına itiyor, onlara ikinci sınıf muamelesi yapıyor' gibi bir şey söz konusu değil. Sadece ailenin desteklenmesi ve onlara ek imkanlar sunulmasıyla ilgili birtakım önerilerdi konuşulanlar.'' dedi.Bakan Yanık, konuşmasının sonunda Türkiye'de yaşlı nüfusla alakalı verilen desteklere değinerek, çalışılan projeler hakkında bilgiler verdi.",/gundem/2021/11/23/bakan-derya-yaniktan-kadina-yonelik-siddetle-mucadele-aciklamasi,Gündem,23.11.21-00:01,https://iasbh.tmgrup.com.tr/709266/752/395/0/73/800/493?u=https://isbh.tmgrup.com.tr/sbh/2021/11/24/bakan-derya-yanik-canli-yayinda-sorulari-yanitladi-1637706774456.jpeg
