Title,Content,Content_url,News_type,Day_month_year_hour,Img_url
Dicle Elektrik’te iş kazası! 2 işçi yaralı,,/sanliurfa/2022/05/27/dicle-elektrikte-is-kazasi-2-isci-yarali,Şanlıurfa,27.05.22-23:43,https://iasbh.tmgrup.com.tr/8e84be/752/395/0/411/1080/978?u=https://isbh.tmgrup.com.tr/sbh/2022/05/27/dicle-elektrikte-is-kazasi-2-isci-yarali-1653684211506.jpg
Kız yurdundan feci ölüm,,/yasam/kiz-yurdundan-feci-olum-5960916,Yaşam,20.04.22-00:01,https://iasbh.tmgrup.com.tr/933139/752/395/0/59/800/478?u=https://isbh.tmgrup.com.tr/sbh/2022/04/21/kiz-yurdundan-feci-olum-1650504056485.jpeg
Şanlıurfalı çocuklar dijital sinemayı çok sevdi,,/sanliurfa/2022/04/20/sanliurfali-cocuklar-dijital-sinemayi-cok-sevdi-1650493955,Şanlıurfa,20.04.22-00:01,https://iasbh.tmgrup.com.tr/3a48aa/752/395/0/233/1600/1075?u=https://isbh.tmgrup.com.tr/sbh/2022/04/21/sanliurfali-cocuklar-dijital-sinemayi-cok-sevdi-1650490000411.jpg
Çernobil çalışanları bir aydan sonra görevlerini devretti,,/dunya/cernobil-calisanlari-bir-aydan-sonra-gorevlerini-devretti-5927330,Dünya,27.03.22-00:01,https://iasbh.tmgrup.com.tr/36a4a6/752/395/0/54/800/474?u=https://isbh.tmgrup.com.tr/sbh/2022/03/28/ukraynadaki-cernobil-nukleer-santrali-calisanlari-bir-aydan-sonra-gorevlerini-devretti-1648428608232.jpeg
Londra’da 4 çocuk çıkan yangında can verdi,,/dunya/londrada-4-cocuk-cikan-yanginda-can-verdi-5789965,Dünya,16.12.21-00:01,https://iasbh.tmgrup.com.tr/f586f5/752/395/0/32/862/486?u=https://isbh.tmgrup.com.tr/sbh/2021/12/17/londrada-4-cocuk-cikan-yanginda-can-verdi-1639699034002.jpg
Asgari ücret kararı Resmi Gazete’de,,/gundem/2021/12/16/asgari-ucret-karari-resmi-gazetede,Gündem,16.12.21-00:01,https://iasbh.tmgrup.com.tr/54e100/752/395/0/23/620/349?u=https://isbh.tmgrup.com.tr/sbh/2021/12/17/asgari-ucret-karari-resmi-gazetede-1639693152335.jpg
"Barcelona, Pedri’nin golüyle 3 puanı kaptı!",,/spor/futbol/2022/04/03/barcelona-pedrinin-goluyle-3-puani-kapti,Futbol,03.04.22-00:01,https://iasbh.tmgrup.com.tr/a78cc3/752/395/0/0/800/419?u=https://isbh.tmgrup.com.tr/sbh/2022/04/04/barcelona-sevilla-galibiyetiyle-ligde-ikinci-siraya-yukseldi-1649024361832.jpg
"Tarsus’ta çıkan yangında ev tamamen yandı, içindeki kadını komşuları kurtardı",,/yasam/tarsusta-cikan-yanginda-ev-tamamen-yandi-icindeki-kadini-komsulari-kurtardi-5941876,Yaşam,06.04.22-00:01,https://iasbh.tmgrup.com.tr/5ddd22/752/395/0/0/902/474?u=https://isbh.tmgrup.com.tr/sbh/2022/04/07/tarsusta-cikan-yanginda-ev-tamamen-yandi-icindeki-kadini-komsulari-kurtardi-1649299549334.jpeg
Silivri’de toplu intihar iddialarına yalanlama,,/gundem/2022/04/08/ceza-ve-tevkifevleri-genel-mudurlugu-silivri-cezaevinde-toplu-intihar-iddialarini-yalanladi,Gündem,08.04.22-00:01,https://iasbh.tmgrup.com.tr/f776ad/752/395/0/22/800/442?u=https://isbh.tmgrup.com.tr/sbh/2022/04/09/1649457666507.jpg
Haftanın kazandıranı Borsa İstanbul oldu,,/finans/borsa/haftanin-kazandirani-borsa-istanbul-oldu-5944926,Finans Borsa Haberleri,08.04.22-00:01,https://iasbh.tmgrup.com.tr/18408a/752/397/0/20/650/363?u=https://isbh.tmgrup.com.tr/sbh/2022/04/09/haftanin-kazandirani-borsa-istanbul-oldu-1649456786024.jpg
