Title,Content,Content_url,News_type,Day_month_year_hour,Img_url
Morityus açıklarındaki petrol sızıntısı ocak ayına kadar temizlenecek,"İşletilmesi için kiraya veren mal sahibi Japon firma Nagashiki Shipping'den yapılan açıklamada, Panama bandıralı Wakaşio yük gemisinden sızan petrolün ocak ayına kadar temizleneceği kaydedildi.Yerel halkın yardımlarının anımsatıldığı açıklamada, ""Kıyıdan 30 kilometre kıyı hattı boyunca sızıntının temizlenmesi için çalışıyoruz. Ocak 2021'de hemen hemen tamamlamış olacağız."" ifadelerine yer verildi.Sızan petrolün verdiği hasardan yasal olarak sorumlu olmamasına rağmen operatör firma Mitsui OSK Lines ise Morityus'a 9,6 milyon dolarlık yardım taahhüdünde bulunmuştu.Firma, sızıntının Morityus sahillerinde zarar verdiği dünyaca ünlü mercan kayalıklarının, mangrovların ve bölgede, deniz kuşlarının kurtarılması kapsamında nisan ayına kadar bir fon oluşturacak.Japonya hükümeti de petrolün temizlenmesi ve çevresel zararın değerlendirilmesine yönelik afet yardım ekiplerini Morityus'a göndermişti. ",/Dunya/morityus-aciklarindaki-petrol-sizintisi-ocak-ayina-kadar-temizlenecek-5231293,Dünya,05.11.20-00:01,https://iasbh.tmgrup.com.tr/1db7d2/752/395/0/32/862/486?u=https://isbh.tmgrup.com.tr/sbh/2020/11/06/morityus-aciklarindaki-petrol-sizintisi-ocak-ayina-kadar-temizlenecek-1604633657950.jpg
Tuzla’da apartman dairesi alev alev yandı,,/Yasam/tuzlada-apartman-dairesi-alev-alev-yandi-5231262,Yaşam,05.11.20-00:01,https://iasbh.tmgrup.com.tr/2e80a5/752/395/0/40/1200/672?u=https://isbh.tmgrup.com.tr/sbh/2020/11/06/tuzlada-apartman-dairesi-alev-alev-yandi-1604629262669.jpeg
Samsun’da motosiklet kazası: 2 ölü,,/Yasam/samsunda-motosiklet-kazasi-2-olu-5231261,Yaşam,05.11.20-00:01,https://iasbh.tmgrup.com.tr/39d634/752/395/0/113/800/533?u=https://isbh.tmgrup.com.tr/sbh/2020/11/06/samsunda-motosiklet-kazasi-2-olu-1604627610142.jpeg
Son dakika: ABD Başkanı Trump’tan flaş açıklamalar! Yasal oylara bakılırsa ben kazandım,"ABD Başkanı Donald Trump, 3 Kasım Salı günü yapılan ve sonuçları henüz netleşmeyen seçimlere ilişkin Beyaz Saray'da basın toplantısı düzenledi.Seçimlerin güvenilirliğini sağlamak için çaba sarf ettiklerinin altını çizen Trump, ""Yasal yollarla kullanılmış oyları sayarsınız ben bu seçimi kolaylıkla kazanıyorum! Yasal olmayan ve geç gelen oyları sayarsanız, bu seçimi bizden çalabilirler. Bu konuyla ilgileneceğiz."" ifadesini kullandı.SEÇİMİ ÇALMAYA ÇALIŞIYORLAR, BUNA MÜSAADE EDEMEYİZTrump halihazırda Florida, Iowa, Indiana, Ohio gibi önemli eyaletlerde seçimleri kazandıklarını belirterek, ""Büyük medya ve büyük şirketler Demokratlar'ı desteklediler. Ama Amerikalı işçiler ve halkın oyunu biz aldık. Bu nedenle seçimlere müdahale etmeye çalışıyorlar. Seçimi çalmaya çalışıyorlar, buna müsaade edemeyiz."" değerlendirmesinde bulundu.This is a modal window.Beginning of dialog window. Escape will cancel and close the window.End of dialog window.This is a modal window.Beginning of dialog window. Escape will cancel and close the window.End of dialog window.Anketlerin seçimlerde yanıldığına işaret eden Trump, ""Anket şirketleri bilerek bu seçimde yanlış bilgi verdi. Bu çok saçma. Bekledikleri gibi mavi dalga olmadı, bunun yerine büyük kırmızı dalga oldu. Basındaki anketler, seçimlere müdahale etmek istedi."" diye konuştu.

""OYUMUZ BİR ANDA KAYBOLMAYA BAŞLADI""Trump, Senato'da çoğunluğu koruduklarını, Temsilciler Meclisi'nde de koltuk kaybetmediklerini söyleyerek, ""Michigan'da da Wisconsin'de de farklı öndeydik. Oyumuz bir anda kaybolmaya başladı. Cumhuriyetçilerin oylar sayılırken izlemeleri istenmiyor. Pencereleri gazete kağıtlarla kapattılar. Pennsylvania'da yapılan yolsuzlukları görüyoruz. Eyalet, oyların seçimin bitiminden 3 gün sonra gelse bile kabul edeceklerini söyledi. Oy kullanan insanların kimliklerinin doğrulanması ile ilgili sıkıntılar var. Bu noktada seçimin itibarı zedelenmekte"" dedi.

""GERÇEK OLMAYAN SONUÇLAR ÜRETİLMESİNE İZİN VEREMEYİZ""Sonuçların henüz netleşmediği Arizona'da seçimi kazanacaklarına inandıklarının altını çizen Trump, ""Biz bu seçimlerin güvenliğini savunacağız ve yolsuzluğun bu kadar önemli bir seçimi çalmasına izin vermeyeceğiz. Kimsenin susturulmasına ve gerçek olmayan sonuçlar üretilmesine izin veremeyiz."" ifadesini kullandı.Trump, yıllardır ülkesinde yapılan seçimleri takip ettiğini belirterek, bu yılki seçimlerde birçok usulsüzlük tespit ettiklerini aktardı.



""BİZ AÇIKLIK VE ŞEFFAFLIK İSTİYORUZ""Joe Biden'ın ve Demokratlar'ın ""tüm oylar sayılmalı"" çağrılarına da yanıt veren Trump, ""Biz burada 'yasal' kelimesini kullanmak durumundayız. Tüm yasal oylar sayılmalı. Biz açıklık ve şeffaflık istiyoruz. Gizli oy sayma odaları, esrarengiz bir şekilde ortaya çıkan oy pusulaları, seçim gününden sonra kullanılmış yasadışı oylar istemiyoruz."" yorumunda bulundu.Trump, dürüst bir seçim istediklerini ve bunun Amerikan halkının yararına olacağını kaydederek, ""Ortada çok fazla dava olacak. Çünkü elimizde çok fazla delil var ve bu süreç ülkemizdeki en yüksek mahkemede bitebilir. Göreceksiniz. Çok fazla dava açacağız çünkü bu seçim bizden çalınmış olabilir. Postayla kullanılan oyların felaket olacağını aylardır söylüyorum."" şeklinde konuştu. ",/Dunya/abd-baskani-trumptan-flas-aciklamalar-yasal-oylara-bakilirsa-ben-kazandim-5231260,Dünya,05.11.20-00:01,https://iasbh.tmgrup.com.tr/8c671a/752/396/0/0/1138/600?u=https://isbh.tmgrup.com.tr/sbh/2020/11/06/son-dakika-abd-baskani-trumptan-flas-aciklamalar-yasal-oylara-bakilirsa-ben-kazandim-1604623541553.jpg
Müslüman adaylar kongredeki yerini korudu,"2018 ara seçimlerinde Demokrat partiden kongreye seçilen ilk Müslüman kadın milletvekilleri Minnesota eyaletinden İlhan Omar ile Michigan'dan Rashida Tlaib, bu seçimde de koltuklarını korudu.Somali kökenli Omar ile Filistin kökenli Tlaib, 3 Kasım'da Cumhuriyetçi rakiplerine fark atarak kongrenin Temsilciler Meclisi kanadına ikinci dönem için girmeye hak kazandı.Bu seçimlerde kongreye girmeyi başaran 3. Müslüman aday da Indiana 7. bölgede Cumhuriyetçi rakibine karşı oyların yüzde 65'ini alan Andre Carson oldu.Carson, 2007'de Minnesota Demokrat vekili olarak ABD tarihinde kongreye seçilen ilk Müslüman Keith Allison'dan sonra 2008'de yapılan özel seçimlerde Temsilciler Meclisine giren ikinci Müslüman ünvanını almıştı.5 EYALETTE MÜSLÜMAN ADAYLAR EYALET MECLİSİNE SEÇİLDİ3 Kasım başkanlık seçimleri Müslüman adaylar açısından ülkedeki eyalet yönetimleri düzeyinde de ilklere sahne oldu.This is a modal window.Beginning of dialog window. Escape will cancel and close the window.End of dialog window.This is a modal window.Beginning of dialog window. Escape will cancel and close the window.End of dialog window.Oklahama eyaletinde ilk kez, 27 yaşındaki Müslüman kadın aday Mauree Turner'in eyalet yasama meclisine seçilmesi manşetlere taşındı.Cumhuriyetçi rakibine karşı oyların yüzde 71'ini alan Turner, ""Bütün hayatım boyunca kenarda yaşayan biri olarak benim için bunun anlamı çok büyük."" sözleriyle sevincini dile getirdi.Wisconsin eyaletinde Gambia'dan 20 yıl önce göçmen olarak ABD'ye gelen Samba Baldeh, eyalet yasama meclisine seçilen ilk Müslüman temsilci olurken, Indiana eyalet meclisine giren 40 yaşındaki Demokrat Müslüman kadın aday Fady Qaddoura ilk Müslüman aday olarak adını yazdırdı.Aynı şekilde 28 yaşındaki siyahi kadın Madinah Wilson-Anton Delaware eyaletinde oyların yüzde 71'ini alarak eyalet genel kuruluna seçilirken, Colorado eyalet meclisine de ilk defa Filistin kökenli Müslüman aday İman Jodeh vekil olarak girdi. ",/Dunya/musluman-adaylar-kongredeki-yerini-korudu-5231258,Dünya,05.11.20-00:01,https://iasbh.tmgrup.com.tr/5f74c7/752/395/0/41/800/462?u=https://isbh.tmgrup.com.tr/sbh/2020/11/06/musluman-adaylar-kongredeki-yerini-korudu-1604620586053.jpeg
Facebook ve Twitter Trump’ı bitirdi: Trump’ın yaptığı paylaşımların yarısı sansürlendi,"ABD'de gerçekleşen başkanlık seçimlerinde oy sayım işlemleri sürerken, seçimin kazananı kim olursa olsun adaylardan Donald Trump'a yönelik Facebook ve Twitter tarafından uygulanan sansürler uzun süre daha gündemi meşgul edecek gibi duruyor.TRUMP'IN PAYLAŞIMLARININ YARISI SANSÜRE UĞRADIABD Başkanı ve yeni başkan adayı Donald Trump'ın seçim sürecinde Facebook ve Twitter'da yaptığı 22 paylaşımın 11'inin sosyal medya devleri tarafından sansürlendi. Trump'ın yaptığı paylaşımlarda Biden'ın seçimde hile yaptığı ve seçimlerdeki oy sayımının durdurulmasına yönelik çağrıları Twitter ve Facebbok tarafından sansürlendi. Ayrıca Trump'ın zafer ilan ettiği paylaşımlar da engellendi.              Twitter'dan Donald Trump'a sansür! | Video         UYARI NOTU İLE ÖRTMEYE ÇALIŞTILARABD Başkanı Trump'ın ülkedeki başkanlık seçimine yönelik yaptığı paylaşımların çoğu ""tartışmalı"" bilgi içerdiği gerekçesiyle ""uyarı"" etiketiyle sansürlendi. Twitter paylaşımların üst kısmında Twitter, Trump'ın paylaşımına, ""Bu tweette paylaşılan içeriklerin bir kısmı veya tümü tartışmalıdır ve bir seçime ya da başka bir toplumsal sürece katılma konusunda yanlış yönlendiriyor olabilir."" açıklamasını ekledi.

TWITTER SKANDALLARA YENİSİNİ EKLEMİŞTİTwitter ABD Başkanı Trump'a yönelik uyguladığı sansür sonrası bir adım daha atarak Trump'ın paylaşımına cevap vermişti. ABD Başkanı Trump'ın ""Seçim gününden sonra gelen hiçbir oy sayılmamalı"" tweetine karşılık Twitter, Trump'ın paylaşımının altına "" Bazı oylar halen sayılmaya ihtiyaç duyuyor"" yanıtınıyla dünyayı şok etmişti.

FACEBOOK'TA HAREKETE GEÇTİTrump'ın Facebook'ta bazı eyaletlerde zafer ilan ettiği paylaşımların altına Facebook tarafından ""Son oy durumunun ilk oy sayımından farklı olabileceği"" nedeniyle sansür uygulandı. Ancak gönderinin altına yanıt verme ve paylaşma seçeneklerine yönelik herhangi bir adım atılmadı. Facebook tarafından Trump'ın paylaşımlarının altına ""Seçim görevlileri oy sayma ve raporlama söz konusu olduğunda katı kurallara uyuyor"" notu düşüldü.Donald Trump'ın sosyal medya hesaplarının sansürlenmesine ilişkin yapılan etkileşim araştırmasında da flaş sonuçlar ortaya çıktı. Seçim gecesinde Donald Trump'ın hesabından yapılan paylaşımların Twitter tarafından sansürlenmesinin ardından Trump'ın etkileşimlerinde çok ciddi bir düşüş olduğu görüldü.

SANSÜR İLE DAKİKADA 827'DEN 151 PAYLAŞIMA DÜŞTÜNew York Times'ta yayınlanan bir analizde ise Trump'ın sansürlenmeden önce paylaştığı bir tweetin bir dakikada 827 kez paylaşıldığı ancak seçim dönemindeki sansür sonrasında bu paylaşım sayısının 151'e düştüğü açıklandı.

FACEBOOK STOP THE STEAL'I DA SANSÜRLEDİABD Başkanı Donald Trump'a destek vermek üzere destekçileri tarafından kurulan ""Stop the Steal"" adlı Facebook sayfası da sansürlerden nasibini aldı. Kısa süre önce kurulan sayfa 24 saat içinde 300.000'den fazla üyeye ulaştı. ""Stop the Steal"" sayfası hakkında ABD'de yayınlanan birkaç makalede üyelere yanlış bilgi verdiği iddia edildi. Ayrıca Facebook sayfayı hızlı sansürlemediği için eleştirildi.SAYFAYA İZİN VERMEK ŞİDDETE YOL AÇAREj Dickson isimli bir gazeteci ""Stop to Steal"" sayfasında Trump destekçilerinin organize olmasına izin verilmesinin şiddete yol açacağını savundu.

FACEBOOK'A KAPATMA TALEBİ
""The Center for Countering Digital Hate"" isimli İngiltere merkezli STK ise, Facebook'tan sayfayı kaldırmasını istedi.

 ",/Dunya/facebook-ve-twitter-trumpi-bitirdi-trumpin-yaptigi-paylasimlarin-yarisi-sansurlendi-5231256,Dünya,05.11.20-00:01,https://iasbh.tmgrup.com.tr/08cb24/752/396/0/0/1138/600?u=https://isbh.tmgrup.com.tr/sbh/2020/11/06/facebook-ve-twitter-trumpi-bitirdi-trumpin-yaptigi-paylasimlarin-yarisi-sansurlendi-1604620781086.jpg
Amerika Birleşik Devletleri’nde seçime damga vuran tablo! 4 yılda ne değişti?,"Tüm dünyanın gözleri Amerika Birleşik Devletleri'ne çevrilmiş durumda. Joe Biden ile mevcut başkan Donald Trump arasındaki yüksek tansiyonlu yarış hakkında ilginç detaylar ve skandal haberler de geliyor.ABD'de hala sonuçlanmayan ve çeşitli skandalar ortaya çıkartan başkanlık seçimine damga vuran tablo. Seçime büyük talep gösteren ABD vatandaşları sandıklara koştu. Trump ""oy sayımı dursun"" derken, Biden soğukkanlılığını koruyor. Seçimi önde götüren Biden ABD başkanlık yarışında ipi göğüslemiş gibi görünüyor. Peki, ABD'deki başkanlık seçimine 2016'da ne oldu, 2020'de ne değişti? Hangi eyaletler el değiştirdi ve buna neden olan faktörler neler oldu?             ABD'de 4 senede ne değişti? Seçime damga vuran tablo | Video          İşte Ahaber'de ekranlara gelen kritik ayrıntılar! ",/Dunya/amerika-birlesik-devletlerinde-secime-damga-vuran-tablo-4-yilda-ne-degisti-5231251,Dünya,05.11.20-00:01,https://iasbh.tmgrup.com.tr/99ed2b/752/396/0/0/1138/600?u=https://isbh.tmgrup.com.tr/sbh/2020/11/06/amerika-birlesik-devletlerinde-secime-damga-vuran-tablo-4-yilda-ne-degisti-1604617268571.jpg
Son dakika haberi: Yunanistan deprem ile sarsıldı! Kandilli Rasathanesi 6 Kasım 2020 son depremler listesi!,"Kandilli Rasathanesi'nden gelen son dakika bilgisine göre, Yunanistan'da 4.5 büyüklüğünde deprem meydana geldiği belirtildi. Gece saatler 01.16'da yaşanan sarsıntı tedirginliğe yol açarken, depremin derinliğinin yerin 15.7 kilometre altında gerçekleştiği belirtildi. İşte AFAD ve Kandilli Rasathanesi 6 Kasım 2020 son depremler listesi…YUNANİSTAN'DA KORKUTAN DEPREM!Kandilli Rasathanesi tarafından gelen son verilere göre Yunanistan'da 4.6 şiddetinde bir sarsıntı meydana geldi. Kurum Depremin şiddetini ve detaylarını şöyle duyurdu; #DEPREM
YUNANISTAN https://t.co/aRt2yY1vVZ
06.11.2020, 01:16:27 TSİ
Büyüklük: 4.4
Derinlik: 15.7 km#Kandilli",/Yasam/son-dakika-haberi-yunanistan-deprem-ile-sarsildi-kandilli-rasathanesi-6-kasim-2020-son-depremler-listesi-5231250,Yaşam,05.11.20-00:01,https://iasbh.tmgrup.com.tr/721585/752/395/0/19/796/438?u=https://isbh.tmgrup.com.tr/sbh/2020/11/06/son-dakika-haberi-yunanistan-deprem-ile-sarsildi-kandilli-rasathanesi-6-kasim-2020-son-depremler-listesi-1604616511548.jpg
ABD’den son dakika:Savunma Bakanı Esper’in istifa edeceği iddiası,"Amerikan MSNBC televizyonunun üç yetkiliye dayandırdığı haberinde, uzun zamandır ABD Başkanı Donald Trump ile aralarının iyi olmadığı ve seçimden sonra görevden alınmasına neredeyse kesin gözüyle bakılan Bakan Esper'in istifa etmek üzere mektup hazırladığı ileri sürüldü.Haberde, ayrılmadan önce Esper'in aynı zamanda Amerikan askeri üslerindeki Konfederasyon generallerinin isimlerinin sökülmesi ve bunların yerine konulacak isimler konusunda Kongre için bir taslak da hazırladığı iddia edildi.ÖNCEDEN HAZIRLIK YAPTI!ABD'de bakanlar ikinci döneme geçiş sürecinde Başkan'a seçenek sunmak için teamül gereği istifa mektuplarını sunuyorlar ancak MSNBC'ye konuşan yetkililer Esper'in görevden alınacağını hesaba katarak önceden hazırlık yaptığını iddia etti.             Son dakika! Joe Biden: ""Herkes sakin olsun, kazanan ben olacağım"" | Video          Daha önce Kara Kuvvetleri Genel Sekreterliği ve Kara Kuvvetlerinde subaylık yapmış olan Esper, ayrıca savunma sanayi şirketi Raytheon'un Hükümetle İlişkiler Biriminin başkan yardımcılığını yapmıştı.
 ",/Dunya/abd-savunma-bakani-esperin-istifa-edecegi-iddiasi-5231235,Dünya,05.11.20-00:01,https://iasbh.tmgrup.com.tr/441f9a/752/396/0/0/1138/600?u=https://isbh.tmgrup.com.tr/sbh/2020/11/06/abd-savunma-bakani-esperin-istifa-edecegi-iddiasi-1604615634111.jpg
Avcılar’da trafik kazası: 1 yaralı,"Kaza, D-100 Karayolu Ankara istikametinde saat 00.45 sıralarında yaşandı. 78 SS 982 plakalı aracı kullanan Uğur Aras, Mustafa Kemal Paşa Metrobüs durağı mevkiine geldiği sırada henüz bilinmeyen bir nedenle direksiyon hakimiyetini kaybetti. Kontrolden çıkan otomobil, bunun üzerine önce yolu ayıran demir korkuluklara ardından aydınlatma direğine çarptı.

Çarpmanın etkisiyle otomobil yan yola savrulurken, sürücü araçta sıkıştı. Otomobilde bulunan ve ismi öğrenilemeyen bir kişi de kazayı yara almadan atlattı. Kazayı gören diğer sürücüler, bir yandan yaralının yardımına koşarken bir yandan da durumu itfaiye, polis ve sağlık ekiplerine bildirdi. Olay yerine gelen itfaiye ekibi, yaralı sürücüyü sıkıştığı yerden kurtararak sağlık ekiplerine teslim etti. Yaralı sürücü, sağlık ekiplerinin ilk müdahalesi sonucu ambulansla hastaneye kaldırdı. Tedavi altına alınan sürücünün durumunun iyi olduğu öğrenildi. Polis ekipleri de yolda ikinci bir kaza yaşanmaması için önlem aldı. Kazaya karışan otomobilin yoldan kaldırılarak yolun temizlenmesi sonucu ulaşım normale döndü.YARALI SÜRÜCÜNÜN KURTARILMA ANLARI KAMERADA

Öte yandan, kazada otomobilde sıkışan sürücünün itfaiye ekipleri tarafından kurtarılma anları bir vatandaş tarafından cep telefonu kamerası ile kaydedildi. Görüntülerde itfaiye ekipleri, sürücüyü bulunduğu yerden çıkararak sağlık ekiplerine teslim ediyor. Yaralı ambulans ile hastaneye götürülüyor.

Kazayla ilgili soruşturma sürüyor.",/Yasam/avcilarda-trafik-kazasi-1-yarali-5170533,Yaşam,24.09.20-00:01,https://iasbh.tmgrup.com.tr/819749/752/395/0/200/600/514?u=https://isbh.tmgrup.com.tr/sbh/2020/09/25/avcilarda-trafik-kazasi-1-yarali-1601005946496.jpg
